Hogar;Persona;AnoNac;Sexo;Relacion;Viajes;LicenciaConducir;PaseEscolar;AdultoMayor;Estudios;Curso;Actividad;Ocupacion;1ctividad5mpresa;JornadaTrabajo;4onde5studia;4ir1ctividad3oordX;4ir1ctividad3oordY;4ir5studios3oordX;4ir5studios3oordY;NoViaja;Tarjeta2ip;Tarjeta22ip;Medio;3onoceTransantiago;NoUsaTransantiago;4iscapacidad;TieneIngresos;Ingreso;TramoIngreso;Ingreso6inal;TramoIngreso6inal;IngresoImputado;6actor_LaboralNormal;6actor_SabadoNormal;6actor_4omingoNormal;6actor_Laboral5stival;6actor_6indesemana5stival;6actor
113851;11385105;1962;1;1;2;3;2;2;5;4;1;5;5;1;2;333182,3908;6303280,696;2;2;2;3;2;2;1;5;J;1;3;3;423592;3;2;318,7349;2;2;2;2;1538,10107
113861;11386102;1984;1;4;2;3;2;2;5;4;1;5;5;1;2;343970,0799;6325098,879;2;2;2;3;2;2;1;5;J;1;500000;3;500000;3;0;2;2;2;596;2;122,87096
113891;11389102;1946;1;1;2;3;2;2;4;7;1;5;8;4;2;342832,3053;6305456,226;2;2;2;3;2;2;1;5;J;1;3;2;201719;2;2;2;2;4411,335;2;2;135,66286
113971;11397102;1992;2;3;4;4;2;2;5;4;1;5;5;1;2;346771,223;6296087,363;2;2;2;2;2;10;1;7;J;1;3;1;42087;1;2;2;2;2;1020;2;64,94193
114031;11403101;1981;2;1;2;3;2;2;10;3;1;3;3;1;2;2;2;2;2;2;2;2;4;2;7;J;1;3;3;535826;3;2;605,7103;2;2;2;2;95,26297
114031;11403103;2009;1;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;7;J;2;0;0;0;0;0;470,7705;2;2;2;2;75,26047
114070;11407001;1974;1;1;4;3;2;2;4;5;1;2;2;2;2;344413,901;6285518,306;2;2;2;2;2;10;2;7;J;1;3;2;302139;2;2;2;2;2;2;1106;66,44218
114091;11409102;1979;1;2;2;3;2;2;5;4;1;2;5;1;2;351874,326;6288780,716;2;2;2;3;2;2;1;5;J;1;500000;3;500000;3;0;137,5054;2;2;2;2;66,69988
114131;11413105;1985;2;4;2;1;2;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;10;2;2;J;2;0;0;0;0;0;2;2;2;594;2;45,99521
114163;11416301;1988;1;1;5;3;2;2;5;4;1;2;5;1;2;2;2;2;2;2;2;2;4;2;7;J;1;3;7;317445;2;1;175,2973;2;2;2;2;35,60742
114170;11417001;1959;1;1;2;3;2;2;5;1;1;2;8;1;2;345733,2482;6284581,202;2;2;2;2;2;4;2;2;6;J;1;3;2;219249;2;2;457,3742;2;2;2;2;130,64734
114263;11426301;1989;1;1;4;3;2;2;9;3;1;5;1;1;2;342761,1976;6306896,081;2;2;2;3;2;4;1;5;J;1;3;3;407989;3;2;2;2;2;703;2;682,28638
114263;11426302;1959;1;3;2;2;2;2;7;4;1;5;2;1;2;342480,1373;6287236,933;2;2;2;3;2;4;1;5;J;1;450000;3;450000;3;0;2;2;2;703;2;739,70337
114273;11427303;1988;1;4;4;4;2;2;5;1;1;5;2;1;2;346480,9702;6298258,56;2;2;2;3;2;2;1;5;J;1;230000;2;230000;2;0;2;2;2;2;1106;182,15079
114302;11430201;1962;1;1;1;2;2;2;5;4;1;5;5;1;2;341576,47;6281541,352;2;2;2;3;2;10;1;5;J;1;600000;3;600000;3;0;2;2;2;750;2;44,64729
114302;11430203;1987;1;3;4;4;2;2;5;4;6;2;2;2;2;2;2;2;2;2;9000071;2;2;1;1;J;2;0;0;0;0;0;2;2;2;750;2;50,59503
114313;11431303;1986;1;3;2;3;2;2;11;5;1;4;4;1;2;345497,955;6285281,117;2;2;2;2;2;4;1;7;J;1;3;2;226681;2;2;2;2;873,3857;2;2;135,80173
114373;11437301;1972;1;1;3;3;2;2;5;4;1;5;1;1;2;349074,0826;6297068,288;2;2;2;2;2;4;2;7;J;1;3;2;305603;2;2;74,14764;2;2;2;2;31,74885
114373;11437303;1995;1;3;2;1;1;2;5;3;2;2;2;2;4;2;2;346125,5492;6291068,603;2;2;2;3;2;2;J;2;0;0;0;0;0;75,14418;2;2;2;2;33,91695
114380;11438001;1980;1;1;6;3;2;2;5;4;6;2;2;2;2;2;2;2;2;2;3;2;2;1;5;J;2;0;0;0;0;0;217,6374;2;2;2;2;70,82752
114380;11438002;1979;2;2;4;3;2;2;7;4;1;5;3;1;2;347517,1182;6298462,636;2;2;2;3;2;2;1;5;J;1;300000;2;300000;2;0;185,8193;2;2;2;2;67,41305
114380;11438003;2011;2;3;2;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;10;2;5;J;2;0;0;0;0;0;144,4227;2;2;2;2;53,25813
114380;11438004;2011;1;3;2;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;J;2;0;0;0;0;0;144,4227;2;2;2;2;53,25813
114380;11438005;2013;1;3;2;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;10;2;5;J;2;0;0;0;0;0;144,4227;2;2;2;2;53,25813
114503;11450301;1960;1;1;5;3;2;2;4;8;1;5;5;1;2;348392,8923;6296132,378;2;2;2;2;2;2;2;7;J;1;3;1;156056;1;2;405,7586;2;2;2;2;180,89572
114571;11457103;1987;2;3;2;3;2;2;5;4;1;2;5;1;2;2;2;2;2;2;3;2;2;1;5;J;1;400000;2;400000;2;0;203,1223;2;2;2;2;89,02435
114621;11462104;1964;1;2;2;3;2;2;5;4;1;2;2;1;2;346806,4755;6297170,114;2;2;2;3;2;10;1;5;J;1;450000;3;450000;3;0;122,4395;2;2;2;2;68,76217
114643;11464301;1946;1;1;2;3;2;2;6;1;3;2;2;2;2;2;2;2;2;2;2;2;10;2;7;J;1;3;7;148540;1;1;2;2;2;2;778;69,0709
114702;11470202;1956;1;1;2;3;2;2;7;4;1;2;5;1;2;343535,9762;6283923,462;2;2;2;2;2;4;2;1;2;J;1;3;3;448863;3;2;246,2245;2;2;2;2;83,82473
114703;11470301;1967;2;2;7;3;2;2;7;5;4;2;2;2;2;2;2;2;2;2;3;2;4;1;5;J;2;0;0;0;0;0;567,0984;2;2;2;2;582,02185
114703;11470302;1970;1;1;2;3;2;2;11;5;1;5;5;1;2;333182,3908;6303280,696;2;2;2;2;2;7;1;4;J;1;1500000;4;1500000;4;0;637,7952;2;2;2;2;689,63171
114723;11472301;1956;2;1;3;3;2;2;11;5;1;5;1;1;2;0;0;2;2;2;2;2;4;2;7;J;1;3;7;552318;3;1;689,6122;2;2;2;2;168,27716
114791;11479104;1938;1;2;2;3;2;2;4;7;1;4;5;1;2;345387,37;6285843,03;2;2;2;3;2;2;1;5;J;1;400000;2;400000;2;0;121,1521;2;2;2;2;34,17354
114823;11482304;1979;1;3;3;3;2;2;10;2;1;5;3;1;2;346506,0368;6300632,408;2;2;2;3;2;7;1;5;J;1;3;3;710903;3;2;72,14559;2;2;2;2;22,11407
114883;11488301;1970;1;1;2;3;2;2;4;7;1;5;1;1;2;341929,9045;6287780,399;2;2;2;3;2;7;1;5;J;1;450000;3;450000;3;0;103,5722;2;2;2;2;51,75999
114993;11499302;1949;2;2;4;1;2;2;4;8;4;2;2;2;2;2;2;2;2;2;12459393;2;10;1;2;5;J;2;0;0;0;0;0;2;2;757,1772;2;2;31,28284
115001;11500103;1970;2;3;2;1;2;2;5;4;1;2;2;1;2;345265,9385;6286897,686;2;2;2;3;2;3;1;1;4;J;1;3;2;202633;2;2;2;722;2;2;2;71,19595
115012;11501201;1965;2;1;2;3;2;2;9;2;1;4;3;1;2;345199,6098;6286044,333;2;2;2;2;2;4;2;7;J;1;3;2;303712;2;2;106,6262;2;2;2;2;59,72791
115022;11502202;1967;2;2;2;3;2;2;5;4;1;5;5;1;2;347240,1626;6298983,105;2;2;2;3;2;2;1;5;J;1;500000;3;500000;3;0;96,60784;2;2;2;2;51,12576
115040;11504002;1989;1;3;2;1;2;2;7;1;1;5;2;1;2;345381,5797;6297899,754;2;2;2;3;2;2;2;2;J;1;200000;1;200000;1;0;217,7023;2;2;2;2;104,0937
115191;11519101;1952;2;1;2;1;2;2;6;4;4;2;2;2;2;2;2;2;2;2;2;2;10;2;7;6;1;3;1;178036;1;2;2;1813;2;2;2;115,39457
115243;11524301;1963;1;1;4;2;2;2;5;4;1;2;5;1;2;344553,8828;6283915,261;2;2;2;2;2;10;2;7;J;1;3;2;380698;2;2;2;160;2;2;2;36,15461
115253;11525304;1985;1;3;2;3;2;2;11;5;1;5;1;1;2;0;0;2;2;2;3;2;4;1;5;J;1;3;3;574860;3;2;2;2;2;2;989;77,62119
115261;11526103;1970;1;3;2;3;2;2;5;4;1;5;5;1;2;294779,0192;6270444,659;2;2;2;3;2;2;1;5;J;1;450000;3;450000;3;0;2;4026;2;2;2;73,01749
115280;11528001;1949;1;1;2;2;2;2;5;4;1;2;7;1;2;2;2;2;2;2;2;2;4;2;7;J;1;3;2;339399;2;2;225,0403;2;2;2;2;99,0965
115313;11531303;1979;1;3;2;1;2;2;4;8;1;5;8;1;2;324196,2983;6315723,666;2;2;2;3;2;2;1;6;5;J;1;3;2;256067;2;2;237,9032;2;2;2;2;93,53346
115421;11542103;1984;2;3;2;3;2;2;10;4;1;5;4;1;2;344445,1824;6283046,589;2;2;2;3;2;2;1;5;J;1;600000;3;600000;3;0;83,70026;2;2;2;2;52,04853
115421;11542104;1982;2;3;2;1;2;2;5;4;1;5;5;1;2;341762,0251;6281705,023;2;2;2;3;2;2;1;5;J;1;400000;2;400000;2;0;83,70026;2;2;2;2;52,04853
115421;11542105;2009;1;4;2;1;2;2;2;1;2;2;2;2;2;2;2;341914,9521;6281792,838;2;2;2;2;2;5;J;2;0;0;0;0;0;65,05354;2;2;2;2;41,11974
115440;11544002;1952;1;1;2;3;2;2;4;8;1;2;2;1;2;343995,255;6281704,835;2;2;2;3;2;4;1;5;J;1;1000000;4;1000000;4;0;2;2;2;750;2;45,78532
115440;11544003;1972;1;3;4;2;2;2;9;3;1;2;5;1;2;341576,47;6281541,352;2;2;2;2;2;10;1;1;J;1;450000;3;450000;3;0;2;2;2;750;2;59,08755
115461;11546103;1989;1;3;2;3;4;2;2;5;4;1;5;5;1;2;346240,5245;6296634,386;2;2;2;3;2;4;1;1;2;J;1;3;3;718460;3;2;163,2343;2;2;2;2;43,75854
115471;11547101;1986;1;1;2;3;2;2;5;4;1;5;8;1;2;2;2;2;2;2;3;2;2;1;5;J;1;550000;3;550000;3;0;128,3787;2;2;2;2;58,65521
115502;11550201;1948;1;1;2;3;2;2;5;4;1;2;5;4;2;345064,6146;6285944,22;2;2;2;3;2;2;1;5;J;1;3;1;193196;1;2;48,32145;2;2;2;2;42,16365
115510;11551001;1953;1;1;2;3;2;2;4;4;1;2;2;1;2;345673,1098;6284708,864;2;2;2;2;2;10;2;7;J;1;3;2;349738;2;2;2;2;2;750;2;45,78532
115623;11562301;1939;1;1;4;1;2;2;4;8;3;2;2;2;2;2;2;2;2;2;3;2;10;1;5;J;1;140000;1;140000;1;0;310,0201;2;2;2;2;69,02296
115623;11562302;1944;2;2;6;1;2;2;4;6;4;2;2;2;2;2;2;2;2;2;3;2;10;1;5;J;2;0;0;0;0;0;334,1396;2;2;2;2;76,97766
115640;11564001;1952;1;1;2;3;2;2;4;6;1;2;2;3;2;345064,0486;6285945,04;2;2;2;3;2;2;1;2;5;J;1;3;2;399189;2;2;2;2;690,6272;2;2;76,96182
115640;11564002;1948;2;2;2;1;2;2;4;6;1;2;2;3;2;345064,0486;6285945,04;2;2;2;3;2;2;1;2;5;J;1;3;1;123658;1;2;2;2;575,2662;2;2;75,83593
115691;11569103;1999;1;3;4;1;1;2;4;8;2;2;2;2;4;2;2;344397,84;6286276,859;2;2;2;2;1;5;J;2;0;0;0;0;0;46,65489;2;2;2;2;22,53599
115710;11571001;1959;1;1;2;3;2;2;4;8;1;5;1;1;2;351117,1128;6301540,005;2;2;2;3;2;2;1;2;5;J;1;3;2;258375;2;2;2;2;2;2;1106;32,86276
115710;11571002;1962;2;2;2;3;2;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;10;1;6;5;J;2;0;0;0;0;0;2;2;2;2;1106;27,73486
115710;11571003;1979;2;3;3;3;2;2;5;3;2;2;2;2;6;2;2;345016,8892;6297334,108;2;2;2;2;1;6;5;J;2;0;0;0;0;0;2;2;2;2;1106;35,44527
115710;11571004;1994;2;3;3;1;1;2;5;4;6;2;2;2;2;2;2;2;2;2;3;2;4;1;5;J;2;0;0;0;0;0;2;2;2;2;1106;24,3499
115710;11571005;2000;1;3;3;1;1;2;4;5;2;2;2;2;4;2;2;342869,2586;6283851,735;2;2;2;6;1;5;J;2;0;0;0;0;0;2;2;2;2;1106;34,49569
115753;11575302;1967;1;1;2;3;2;2;5;2;1;5;1;1;2;351524,4621;6304250,262;2;2;2;3;2;2;2;2;J;1;450000;3;450000;3;0;103,5722;2;2;2;2;51,75999
115770;11577004;1989;1;3;2;1;2;2;9;2;1;5;1;1;2;2;2;2;2;2;3;2;4;2;4;6;J;1;3;2;273263;2;2;66,37865;2;2;2;2;52,91178
115793;11579301;1976;1;1;4;3;2;2;11;5;1;5;1;1;2;347540,9543;6293604,647;2;2;2;3;2;4;1;5;J;1;750000;3;750000;3;0;241,8725;2;2;2;2;59,10786
115803;11580301;1984;1;1;2;3;2;2;5;4;1;5;2;1;2;0;0;2;2;2;2;2;7;2;7;J;1;450000;3;450000;3;0;2;2;2006,685;2;2;168,47017
115803;11580302;1984;2;2;2;3;1;2;10;2;2;2;2;2;6;2;2;345476,4347;6297928,988;2;2;2;2;1;5;J;2;0;0;0;0;0;2;2;1671,492;2;2;160,34836
115803;11580304;2010;2;3;2;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;10;2;5;J;2;0;0;0;0;0;2;2;1432,046;2;2;126,67961
115860;11586003;1993;1;3;2;1;2;2;5;4;1;5;8;1;2;2;2;2;2;2;3;2;11;2;2;5;J;1;3;1;152778;1;2;334,1066;2;2;2;2;107,39794
115921;11592101;1978;1;1;2;2;2;2;5;4;1;5;1;1;2;2;2;2;2;2;2;2;11;2;7;J;1;400000;2;400000;2;0;80,12795;2;2;2;2;55,64402
115943;11594301;1945;1;1;6;3;2;2;5;4;1;2;5;4;2;343913,7595;6286456,913;2;2;2;2;2;10;2;7;J;1;3;2;351870;2;2;337,2061;2;2;2;2;477,41275
115943;11594302;1960;2;2;2;1;2;2;5;3;1;7;8;1;2;345057,6643;6288539,455;2;2;2;3;2;2;1;1;5;J;1;3;1;99418;1;2;458,6184;2;2;2;2;614,97583
115943;11594303;1982;1;3;2;4;2;2;11;5;1;5;8;1;2;345977,4497;6292271,891;2;2;2;2;2;10;2;1;6;J;1;3;2;368103;2;2;673,2113;2;2;2;2;825,75061
115943;11594304;1983;2;3;4;1;2;2;11;4;1;5;2;1;2;343255,4838;6303373,536;2;2;2;3;2;2;2;2;J;1;3;2;358678;2;2;574,7896;2;2;2;2;785,94238
115951;11595101;1949;1;1;2;1;2;2;5;4;7;2;2;2;2;2;2;2;2;2;3;2;11;1;1;5;J;1;3;2;290653;2;2;2;1185;2;2;2;117,10777
115951;11595102;1939;2;2;2;1;2;2;5;4;4;7;2;2;2;2;2;2;2;2;2;2;2;11;1;1;5;I;2;0;0;0;0;0;2;1813;2;2;2;97,44772
116010;11601001;1968;2;1;1;1;2;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;4;1;5;J;2;0;0;0;0;0;2;2;2;2;757;40,03829
116010;11601002;1960;1;2;1;3;2;2;5;4;1;5;5;1;2;348862,226;6295712,832;2;2;2;3;2;2;1;1;J;1;350000;2;350000;2;0;2;2;2;2;757;47,44101
116010;11601003;1994;1;3;1;1;1;2;7;3;2;2;2;2;4;2;2;346708,4344;6287593,811;2;2;2;2;1;1;J;2;0;0;0;0;0;2;2;2;2;757;43,75854
116073;11607302;1967;2;3;2;3;2;2;11;4;1;5;4;1;2;346631,2408;6290055,688;2;2;2;3;2;2;1;5;J;1;450000;3;450000;3;0;137,6776;2;2;2;2;164,18094
116073;11607303;1958;1;4;2;3;2;2;11;4;1;5;4;1;2;346631,2408;6290055,688;2;2;2;3;2;2;1;5;J;1;480000;3;480000;3;0;163,047;2;2;2;2;194,53651
116073;11607304;2001;2;4;2;1;2;2;4;5;2;2;2;2;4;2;2;0;0;2;2;2;2;2;5;J;2;0;0;0;0;0;184,6835;2;2;2;2;198,63228
116080;11608004;2005;2;3;2;1;2;2;4;3;2;2;2;2;4;2;2;344559,4107;6286088,582;2;2;2;2;2;5;J;2;0;0;0;0;0;73,22332;2;2;2;2;50,1366
116080;11608005;2008;2;3;3;1;2;2;2;1;2;2;2;2;3;2;2;344559,4107;6286088,582;2;2;2;2;2;5;5;J;2;0;0;0;0;0;53,48654;2;2;2;2;41,84101
116090;11609002;1978;2;2;3;3;1;2;11;4;1;4;4;1;2;2;2;2;2;2;2;2;5;2;2;6;J;1;3;2;317217;2;2;247,644;2;2;2;2;121,72216
116090;11609003;2010;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;7;J;2;0;0;0;0;0;192,474;2;2;2;2;96,16392
116103;11610304;1986;1;3;2;3;4;2;2;5;4;1;5;2;1;2;2;2;2;2;2;2;2;4;2;1;4;J;1;3;2;331463;2;2;531,8539;2;2;2;2;280,28641
116103;11610305;1989;1;3;2;1;2;2;5;4;1;3;3;1;2;2;2;2;2;2;3;2;3;1;1;2;J;1;3;1;108124;1;2;460,2364;2;2;2;2;228,13863
116131;11613103;1984;1;3;2;3;2;2;5;4;1;5;5;1;2;2;2;2;2;2;3;2;2;1;5;J;2;0;0;274609;2;1;237,9032;2;2;2;2;93,53346
116162;11616202;1965;2;3;2;3;2;2;10;3;1;2;2;1;2;345535,2222;6286987,862;2;2;2;3;2;4;1;7;J;1;550000;3;550000;3;0;218,7436;2;2;2;2;92,29446
116210;11621003;1968;1;3;2;3;2;2;11;6;1;5;1;1;2;348056,2195;6293647,708;2;2;2;2;2;4;2;7;J;1;3;5;1778511;5;2;511,969;2;2;2;2;65,00986
116253;11625301;1973;1;1;3;3;2;2;5;4;1;5;1;1;2;345072,3141;6285327,953;2;2;2;3;2;7;2;7;J;1;350000;2;350000;2;0;116,3165;2;2;2;2;50,20761
116283;11628301;1970;1;1;4;3;2;2;7;2;1;2;2;1;2;345738,4517;6285405,089;2;2;2;2;2;4;2;7;J;1;250000;2;250000;2;0;126,2738;2;2;2;2;70,77099
116283;11628302;1974;2;2;4;1;2;2;5;2;1;2;2;1;2;345738,4517;6285405,089;2;2;2;3;2;10;1;2;5;J;1;150000;1;150000;1;0;133,6353;2;2;2;2;76,33241
116402;11640201;1964;1;1;2;3;2;2;10;2;1;5;8;1;2;340566,942;6285546,179;2;2;2;2;2;4;2;7;J;1;3;2;283465;2;2;2;2;2;2;989;66,02978
116421;11642102;1980;1;1;2;3;2;2;5;4;1;5;2;1;2;341886,8067;6281805,241;2;2;2;3;2;4;1;1;J;1;260000;2;260000;2;0;2;2;2;808;2;93,53346
116421;11642103;2002;1;3;1;1;2;2;4;2;2;2;2;2;4;2;2;345684,3151;6283912,753;2;2;2;9;2;5;J;2;0;0;0;0;0;2;2;2;808;2;86,63937
116430;11643001;1950;1;1;5;3;2;2;7;5;3;2;2;2;2;2;2;2;2;2;3;2;2;1;7;5;J;1;3;2;201680;2;2;107,0837;2;2;2;2;65,12305
116430;11643002;1935;2;2;3;1;2;2;8;3;3;2;2;2;2;2;2;2;2;2;3;2;2;1;7;J;1;3;2;271112;2;2;74,51025;2;2;2;2;54,19009
116430;11643004;1985;1;3;3;1;1;2;4;7;7;2;2;2;2;2;2;2;2;2;2;2;2;2;7;4;I;1;3;1;114267;1;2;138,0173;2;2;2;2;84,04341
116430;11643005;2006;1;4;2;1;2;2;2;2;2;2;2;2;4;2;2;0;0;2;2;2;2;2;7;J;2;0;0;0;0;0;126,1244;2;2;2;2;77,84888
116483;11648304;1992;1;3;2;1;2;2;5;4;1;5;2;1;2;2;2;2;2;2;3;2;4;1;4;5;J;1;3;1;69206;1;2;290,7817;2;2;2;2;214,84317
116570;11657001;1983;1;1;2;2;2;2;9;3;1;5;1;1;2;357407,0632;7384230,571;2;2;2;3;2;3;2;2;J;1;3;7;381643;3;1;2;2;2;703;2;58,65521
116570;11657002;1985;2;2;1;1;1;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;3;1;5;J;2;0;0;0;0;0;2;2;2;703;2;55,82753
116570;11657003;2007;2;3;1;1;2;2;2;1;2;2;2;2;2;2;2;344867,5181;6283287,341;2;2;2;10;2;7;J;2;0;0;0;0;0;2;2;2;703;2;44,10526
116570;11657004;2009;1;3;1;1;2;2;1;0;7;2;2;2;2;2;2;2;2;2;2;2;10;2;7;J;2;0;0;0;0;0;2;2;2;703;2;44,10526
116581;11658101;1976;2;1;2;3;2;2;11;4;1;3;4;1;2;0;0;2;2;2;2;2;4;2;7;J;1;3;2;343574;2;2;2;2;2;2;778;343,9101
116603;11660302;1988;2;3;4;3;2;2;11;5;1;3;4;1;2;344668,3679;6284120,889;2;2;2;3;2;4;1;7;J;1;3;3;705972;3;2;2;2;2;779;2;89,59108
116611;11661101;1973;1;1;2;3;2;2;5;4;1;5;1;1;2;344322,7643;6285716,73;2;2;2;3;2;7;2;5;J;1;3;3;562822;3;2;637,7846;2;2;2;2;2004,77905
116611;11661102;1965;2;2;2;3;2;2;7;4;1;4;5;1;2;343723,4861;6284780,847;2;2;2;3;2;2;1;5;J;1;3;4;1207430;4;2;637,7846;2;2;2;2;1653,14807
116611;11661103;1991;2;3;2;3;1;2;10;1;2;2;2;2;7;2;2;336820,2508;6289084,434;2;3;2;7;1;5;J;2;0;0;0;0;0;637,7317;2;2;2;2;1451,38599
116623;11662302;1991;2;3;2;1;2;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;2;2;2;J;2;0;0;0;0;0;140,7044;2;2;2;2;61,15718
116670;11667009;1991;1;4;2;2;3;2;2;5;2;1;5;8;1;2;2;2;2;2;2;3;2;2;1;1;3;J;1;230000;2;230000;2;0;238,5046;2;2;2;2;157,13045
116761;11676103;1987;1;4;2;3;2;2;5;4;1;5;5;1;2;2;2;2;2;2;3;2;2;1;5;J;1;600000;3;600000;3;0;206,7664;2;2;2;2;210,74512
116840;11684003;1989;2;3;1;1;1;2;11;3;2;2;2;2;8;2;2;2;2;2;2;2;2;1;1;3;J;2;0;0;0;0;0;2;2;2871,255;2;2;13,6167
116840;11684005;2011;2;3;1;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;10;2;1;3;J;2;0;0;0;0;0;2;2;2361,141;2;2;15,65944
116860;11686001;1967;1;1;3;3;2;2;9;2;1;2;5;1;2;345788,595;6286228,264;2;2;2;3;2;10;1;5;J;1;185000;1;185000;1;0;2;4968;2;2;2;187,53604
116952;11695201;1975;1;1;7;3;2;2;7;4;1;5;1;2;2;342454,9824;6297421,208;2;2;2;3;2;3;2;2;J;1;180000;1;180000;1;0;73,48995;2;2;2;2;47,28162
116952;11695202;1976;2;2;5;1;2;2;7;2;1;2;2;2;2;345654,5062;6283034,253;2;2;2;3;2;4;1;5;J;2;0;0;157156;1;1;62,7459;2;2;2;2;45,00226
116952;11695204;2004;2;3;2;1;2;2;4;4;2;2;2;2;4;2;2;345425,7496;6285267,146;2;2;2;4;2;5;J;2;0;0;0;0;0;67,15734;2;2;2;2;42,60185
116952;11695205;2005;2;3;2;1;2;2;4;6;2;2;2;2;4;2;2;345425,7496;6285267,146;2;2;2;4;1;5;J;2;0;0;0;0;0;67,15734;2;2;2;2;42,60185
116970;11697001;1948;1;1;3;3;2;2;11;4;1;4;4;1;2;341679,5857;6282173,078;2;2;2;2;2;4;2;7;J;1;3;4;1067614;4;2;2;2;2;1020;2;1197,94214
117010;11701001;1978;1;1;2;3;2;2;11;5;1;2;8;1;2;2;2;2;2;2;3;2;2;1;1;3;J;1;250000;2;250000;2;0;217,4797;2;2;2;2;53,76086
117023;11702301;1962;2;1;4;1;2;2;1;0;1;2;2;1;2;344441,1609;6283048,409;2;2;2;3;2;4;1;5;J;1;3;2;304868;2;2;2;2;2;703;2;43,68335
